54878,JARVIS EDWIN,ZOLA ARNIM,2
54883,FIZ [SKRULL],USAGENT/CAPTAIN JOHN,2
54886,HAMMERHEAD,SCHEMER/RICHARD FISK,3
54888,IGOR,MACHINE MAN/X-51,1
54889,AMPHIBIAN/KINGLEY RI,CAPTAIN AMERICA,2
54890,IRONCLAD,MACHINE MAN/X-51,1
54893,BETA RAY BILL,LORD CHAOS,1
54898,BALDER [ASGARDIAN],TITANIA II/MARY SKEE,3
54905,CAPTAIN AMERICA,NORRISS SISTER BARB,24
54910,HOPKINS STEVE,WIZARD/BENTLEY WITTM,2
54911,HOGARTH JERYN,NIGHTSHADE/TILDA,1
54915,AJAK/TECUMOTZIN [ETE,WASP/JANET VAN DYNE,2
54919,DESTINY II/IRENE ADL,ROM SPACEKNIGHT,2
54926,BEAST/HENRY &HANK& P,CAPTAIN AMERICA,169
54927,BEAST/HENRY &HANK& P,PATHWAY/LAURA DEAN,1
54929,EON,REJECT/RAN-SAK [DEVI,1
54930,HERCULES [GREEK GOD],MAELSTROM/MALCOLM ST,2
54931,JONES MARLO CHANDLE,VAPOR,1
54932,DRAGON MAN,RINGMASTER/MAYNARD T,1
54934,BOMBSHELL/,VERTIGO II,3
54937,SHAPE,WARLOCK II/ADAM WARL,1
54938,MASTER/ESHU,PROFESSOR X/CHARLES,1
54940,BALDER [ASGARDIAN],BLACK BOLT/BLACKANTO,1
54941,BINARY/CAROL DANVERS,HELLSTORM/DAIMON HEL,2
54942,COLLECTOR/TANELEER T,DRACULA/VLAD TEPES,1
54944,MOONSTONE II/KARLA S,RICHARDS FRANKLIN B,3
54945,HIGH EVOLUTIONARY/HE,URSULA LADY,10
54946,BLACK WIDOW/NATASHA,WOO JIMMY,2
54948,DEADPOOL/JACK/WADE W,WILDSIDE,1
54949,CERISE II [SHI'AR],VOSTOK,1
54952,ICEMAN/ROBERT BOBBY,LEECH,24
54953,ABOMINATION/EMIL BLO,MR. FANTASTIC/REED R,1
54955,DEVOS THE DEVESTATOR,NAMORITA/NITA PRENTI,1
54956,NOVA II/FRANKIE RAYE,THING/BENJAMIN J. GR,29
54959,GRANT SILAS,MANGOG,2
54960,LEE STAN,MARVEL GIRL/JEAN GRE,2
54961,MAKKARI/MIKE KHARY/I,SUB-MARINER/NAMOR MA,4
54962,BALDER [ASGARDIAN],KINCAID DR. KEITH,7
54963,CHENEY LILA,PIPELINE/CORMICK GRI,1
54965,BEETLE/ABNER RONALD,SITWELL JASPER,2
54966,MACTAGGERT MOIRA KI,SAURON/DR. KARL LYKO,1
54968,ARISHEM [CELESTIAL],HEIMDALL [ASGARDIAN],2
54971,LOCKJAW [INHUMAN],NIGHTHAWK/KYLE RICHM,1
54973,DEATH,WONDER MAN/SIMON WIL,8
54976,GRIM REAPER/ERIC WIL,MADAME MASQUE III,2
54977,BRIGHTWIND,HALLER GABRIELLE,1
54978,MARVEL GIRL/JEAN GRE,WOLVERINE DOPPELGANG,5
54981,COY GENERAL NGUYEN,THING/BENJAMIN J. GR,1
54983,ANT-MAN/DR. HENRY J.,SPIRAL,2
54985,GHOST RIDER II/JOHNN,RONAN THE ACCUSER [K,1
54989,BLACK WIDOW/NATASHA,MOONDRAGON/HEATHER D,29
54993,MR. FANTASTIC/REED R,NEZARR,2
54996,JAMESON J. JONAH,WRECKER III/DIRK GAR,2
54997,ARCLIGHT/PHILLIPA SO,AVALANCHE/DOMINIC PE,2
54998,DIAMOND LIL/LILLIAN,USAGENT/CAPTAIN JOHN,2
54999,JARVIS EDWIN,PALADIN/PAUL DENNIS,5
55001,DR. STRANGE/STEPHEN,THUG,1
55006,DE LA FONTAINE CONT,SCARLET WITCH/WANDA,4
55010,ROBERTSON MARTHA,X-MAN/NATHAN GREY,2
55011,CALLISTO,MR. SINISTER/NATHAN,1
55012,BEAST/HENRY &HANK& P,THINKER,3
55015,NIGHT THRASHER/DUANE,UNION JACK III/JOEY,1
55019,DR. DOOM/VICTOR VON,THUNDERBALL/DR. ELIO,12
55022,PARKER MAY,SILVER SABLE,7
55025,ANT-MAN/DR. HENRY J.,BIG MAN/FREDERICK FO,1
55026,AURORA/JEANNE-MARIE,STINGRAY/DR. WALTER,2
55031,CRYSTAL [INHUMAN],MAN-BEAST,4
55033,DIAMONDBACK II/RACHE,WHIPLASH/MARK SCARLO,1
55040,HEIMDALL [ASGARDIAN],QUICKSILVER/PIETRO M,2
55041,FALCON/SAM WILSON,URSA MAJOR/MIKHAIL U,2
55044,MAD DOG/COLONEL BUZZ,U-MAN/MERRANO,1
55045,CARGIL/JOANNA CARGIL,VAPOR,1
55046,EGO,WONDER MAN/SIMON WIL,2
55047,HERMOD [ASGARDIAN],HOGUN [ASGARDIAN],13
55053,SPIDER-MAN CLONE/BEN,STONE LT. MARCUS,1
55054,SIKORSKY RAYMOND,TOAD/MORTIMER TOYNBE,1
55055,ARCLIGHT/PHILLIPA SO,WOLVERINE/LOGAN,9
55058,BUZZ,STACY ARTHUR,3
55059,ASP II/CLEO,BLACK MAMBA/TANYA SE,27
55060,CAPTAIN AMERICA DOPP,SILHOUETTE,1
55061,MASTER ORDER,MEPHISTO,5
55063,DRAX/ARTHUR DOUGLAS,MAD DOG/COLONEL BUZZ,1
55066,PILEDRIVER II/BRIAN,ROBERTSON JOE,2
55067,HALLER GABRIELLE,HIGH EVOLUTIONARY/HE,1
55072,KRAVEN THE HUNTER/SE,PARKER MAY,10
55073,GHAUR [DEVIANT],SUPER-ADAPTOID/ALESS,1
55075,PALADIN/PAUL DENNIS,WONDER MAN/SIMON WIL,1
55077,EMPATH/MANUEL ALFONS,WARLOCK III,8
55080,SNOWBIRD/NARYA/ANNE,X-RAY,2
55083,DRAGONFLY/VERONICA D,NOVA/RICHARD RIDER,1
55085,HYDROMAN/MORRIE BENC,WASP/JANET VAN DYNE,2
55086,INVISIBLE WOMAN/SUE,WHIZZER II/STANLEY S,2
55090,PORCUPINE/ALEX GENTR,PRINCESS PYTHON/ZELD,1
55094,BLAKE BECKY,MR. FANTASTIC/REED R,1
55095,EPOCH,POWER PRINCESS/ZARDA,1
55096,PLANTMAN/SAM SMITHER,REAGAN RONALD,1
55097,CYCLOPS/SCOTT SUMMER,KRAMER STACEY,2
55099,EMPATH/MANUEL ALFONS,HALLER GABRIELLE,2
55101,ABOMINATION/EMIL BLO,JACK OF HEARTS/JACK,1
55104,PIERCE ALEXANDER GO,THOR/DR. DONALD BLAK,2
55108,JUSTICE II/VANCE AST,STORM/ORORO MUNROE S,2
55109,CANNONBALL II/SAM GU,GREY ELAINE,1
55110,CARTER PEGGY,TAYLOR LEILA,7
55113,BEAST DOPPELGANGER I,ROGUE /,2
55114,DR. OCTOPUS II/CAROL,TRAINER DR. SEWARD,15
55116,BARON STRUCKER/WOLFG,STRUCKER ANDREA,5
55118,JOCASTA,TIGRA/GREER NELSON,2
55120,SITWELL JASPER,SPIDER-MAN/PETER PAR,2
55124,SIKORSKY,THOR/DR. DONALD BLAK,1
55127,CHAMBER/JONOTHON STA,CORSI TOM,4
55129,ANT-MAN/DR. HENRY J.,NORRISS SISTER BARB,11
55131,JUSTICE II/VANCE AST,ROGUE /,1
55134,NORRISS SISTER BARB,SHROUD/MAXIMILLIAN Q,1
55136,FIRELORD/PYREUS KRIL,MANTIS/? BRANDT,1
55137,JAMESON J. JONAH,WHIZZER III/JAMES SA,2
55141,RANDI,TOMBSTONE/LONNIE THO,1
55145,DOMINO III/BEATRICE/,SELENE,4
55153,MOLECULE MAN/OWEN RE,RICHARDS FRANKLIN B,3
55155,ATTUMA,PUPPET MASTER/PHILLI,1
55158,SCARLET WITCH/WANDA,ULYSSES II,1
55161,MOONDRAGON/HEATHER D,PSYLOCKE/ELISABETH B,14
55162,BLACK MAMBA/TANYA SE,QUICKSAND,4
55163,HUSSAR,MOCKINGBIRD/DR. BARB,1
55164,KINGO SUNEN [ETERNAL,WONDER MAN/SIMON WIL,1
55173,EXODUS/BENNET DUPARI,WISDOM PETER,1
55174,DR. OCTOPUS/OTTO OCT,SPIDER-MAN III/MARTH,2
55176,HULK/DR. ROBERT BRUC,WINGFOOT WYATT,2
55179,DAGGER/TANDY BOWEN,LEADER/SAM STERNS,1
55181,SERSI/SYLVIA,WATSON-PARKER MARY,4
55182,MACHINE MAN/X-51,TRITON,2
55184,HAVOK/ALEX SUMMERS,STORM/ORORO MUNROE S,118
55185,POWER MAN/ERIK JOSTE,VANGUARD/NICOLAI KRY,1
55186,HODGE CAMERON,SHIP,4
55187,CYCLOPS/SCOTT SUMMER,WATSON-PARKER MARY,3
55190,DAZZLER II/ALLISON B,SABRA/RUTH BAT-SERAP,1
55192,COOPER DR. VALERIE,WITCHFIRE,1
55194,STARFOX/EROS,WONG,1
55196,MAGNETO/MAGNUS/ERIC,VECTOR,1
55197,GYRICH HENRY PETER,HUMAN TORCH/JOHNNY S,2
55200,THUNDRA,WONDER MAN/SIMON WIL,4
55205,GAMBIT/REMY LEBEAU,TUSK,3
55206,CUSHING KATE,WATSON KRISTY,9
55207,PHOENIX III/RACHEL S,STRUCKER ANDREA,4
55208,MICROCHIP/LINUS LIEB,ROBERTSON JOE,1
55209,ARES [GREEK GOD],BLACK PANTHER/T'CHAL,2
55210,MR. FANTASTIC/REED R,REDWING,2
55212,BEAST/HENRY &HANK& P,SWORDSMAN/JACQUES DU,1
55213,EBONY,HUNTARA/MARY ELIZABE,1
55214,BLACK KING/SEBASTIAN,MARROW/SARAH,2
55217,HILDY [ASGARDIAN],VERTIGO II,1
55225,HODGE CAMERON,MAGIK/ILLYANA RASPUT,2
55226,EON,KRO [DEVIANT],1
55232,CAPTAIN BRITAIN/BRIA,SUNFIRE/SHIRO YOSHID,4
55238,COLOSSUS II/PETER RA,STRONG GUY/GUIDO CAR,26
55239,COLE WADE,TAROT/MARIE-ANGE COL,1
55242,ABSORBING MAN/CARL C,TYR,1
55247,GAMBONNO LUIGI,JOLT/HALLIE TAKAHAMA,1
55249,RICHARDS FRANKLIN B,RICTOR/JULIO ESTEBAN,1
55253,LEE STAN,NOVA/RICHARD RIDER,2
55259,ANACONDA/BLANCHE SIT,FURY COL. NICHOLAS,1
55261,MOY ALYSSA,MR. FANTASTIC/REED R,15
55263,ARCLIGHT/PHILLIPA SO,VOLSTAGG,1
55266,CANTOR VERA,PYRO/ALLERDYCE JOHNN,1
55271,DIABLO/ESTEBAN DE AB,DIAMOND LIL/LILLIAN,2
55272,CAGE LUKE/CARL LUCA,URSA MAJOR/MIKHAIL U,2
55274,CAGE LUKE/CARL LUCA,REAGAN RONALD,1
55276,BEDLAM/JESSE AARONSO,WOLFSBANE/RAHNE SINC,1
55278,FURY COL. NICHOLAS,MODOK/GEORGE TARLETO,4
55288,DAREDEVIL/MATT MURDO,SILVER SURFER/NORRIN,11
55292,JONES GABE,KINCAID DR. JANE FO,1
55294,LOKI [ASGARDIAN],VISION,21
55296,CARTER SHARON,NIGHTMARE/EDVARD HAB,3
55299,NOVA/RICHARD RIDER,TRIATHLON/DELROY GAR,2
55308,MEGGAN,SMASHER IV,1
55310,GORGON [INHUMAN],WOLVERINE/LOGAN,5
55313,CARGIL/JOANNA CARGIL,RICTOR/JULIO ESTEBAN,2
55314,GREY GARGOYLE/PAUL P,STONE LT. MARCUS,1
55316,ARON [WATCHER],SUB-MARINER/NAMOR MA,1
55317,ABOMINATION/EMIL BLO,WONG,1
55319,ANGAR THE SCREAMER/D,MOCKINGBIRD/DR. BARB,1
55320,ANT-MAN/DR. HENRY J.,FORGE,5
55321,SYNCH/EVERETT THOMAS,VOGHT AMELIA,1
55324,APOCALYPSE/EN SABAH,UATU,6
55328,SCARLET WITCH/WANDA,TALBOT GLENN,2
55329,HARKNESS AGATHA,SAURON/DR. KARL LYKO,1
55334,IRON MAN DOPPELGANGE,SASQUATCH/WALTER LAN,7
55336,BLACK RACER/,BUSHMASTER II/QUINCY,8
55337,HOBGOBLIN V/JASON PH,TORPEDO III/BROCK JO,1
55340,CAPTAIN BRITAIN/BRIA,WHIZZER II/STANLEY S,1
55343,ARABIAN KNIGHT/ABDUL,STARSHINE II/BRANDY,1
55344,ABSORBING MAN/CARL C,SIF,7
55347,NIGHTHAWK II/KYLE RI,WHITE TIGER/HECTOR A,3
55348,BLACK PANTHER/T'CHAL,THUNDERBIRD III/NEAL,1
55350,MEPHISTO,ODIN [ASGARDIAN],10
55351,CRIMSON COWL II/,SIRYN/THERESA ROURKE,1
55353,LELAND HARRY,MASTERMIND/JASON WYN,4
55354,CARTER SHARON,RHINO,2
55355,BINARY/CAROL DANVERS,IRON FIST/DANIEL RAN,3
55362,MEDUSA/MEDUSALITH AM,TITAN,1
55363,HOBGOBLIN II/RODERIC,PEATOR,1
55364,AVALANCHE/DOMINIC PE,RED SKULL/JOHANN SCH,1
55367,ETERNITY/ADAM QADMON,NEBULA,3
55369,MERCADO JOY,PROWLER/HOBIE BROWN,1
55371,KAFKA DR. ASHLEY,STACY JILL,1
55375,ARKON,LUNA/LUNA MAXIMOFF [,1
55376,JARVIS EDWIN,WATER WIZARD/PETE,1
55377,ARISHEM [CELESTIAL],HULK/DR. ROBERT BRUC,1
55379,ODIN [ASGARDIAN],ZIRAN,1
55380,MASTERS ALICIA REIS,VIBRAXAS/N'KANO,2
55381,CALIBAN/,SHATTERSTAR II/GAVEE,19
55387,DARKSTAR/LAYNIA SERG,HUMAN TORCH/JOHNNY S,7
55389,MIRAGE II/DANIELLE M,TAROT/MARIE-ANGE COL,12
55394,QUASAR III/WENDELL V,SAXON STARR,2
55395,DAREDEVIL/MATT MURDO,JAMESON MARLA MADIS,4
55397,APOCALYPSE/EN SABAH,GAMBIT/REMY LEBEAU,14
55398,SERSI/SYLVIA,TIMBERIUS,1
55399,HAWK,SHROUD/MAXIMILLIAN Q,8
55400,BLOB/FRED J. DUKES,SCANNER II,1
55401,ETERNITY/ADAM QADMON,KARMA/XI'AN COY MANH,1
55404,GYRICH HENRY PETER,SCARLET WITCH/WANDA,25
55406,HERCULES [GREEK GOD],MOONHUNTER/ZACK MOON,3
55410,BLACK BOLT/BLACKANTO,NELSON FRANKLIN FOG,1
55414,SILVER SABLE,SPIDERCIDE,1
55416,PUPPET MASTER/PHILLI,THOR/DR. DONALD BLAK,3
55424,MOONDRAGON/HEATHER D,SOUTHERN CANDY,15
55428,MAM'SELLE HEPZIBAH,STUART DR. ALISTAIR,1
55429,GARGOYLE II/ISAAC CH,SUB-MARINER/NAMOR MA,24
55431,ARCANNA/ARCANNA JONE,WHIZZER II/STANLEY S,28
55433,CAPTAIN MARVEL/CAPTA,ULTRON,1
55435,DUGAN TIMOTHY ALOYI,WOLFSBANE/RAHNE SINC,1
55436,CYCLOPS/SCOTT SUMMER,TITANIA II/MARY SKEE,8
55438,MEGGAN,ROMA,7
55440,PUPPET MASTER/PHILLI,USAGENT/CAPTAIN JOHN,1
55441,LIVING TRIBUNAL,STRANGER,3
55443,EON,GRANDMASTER/EN DWI G,1
55444,ANGEL/WARREN KENNETH,GREY GARGOYLE/PAUL P,1
55449,CYCLOPS/SCOTT SUMMER,FIREBIRD/BONITA JUAR,1
55451,MEDUSA/MEDUSALITH AM,VASHTI,4
55453,ICEMAN/ROBERT BOBBY,TEXAS TWISTER/DREW D,2
55454,KNIGHT MISTY,SHANG-CHI,1
55455,JUSTICE II/VANCE AST,SCORPION/MACDONALD G,1
55458,MS. MARVEL II/SHARON,TITANIA II/MARY SKEE,9
55460,MODOK/GEORGE TARLETO,STERMAN ANDREA ANDI,2
55464,MELTER/BRUNO HORGAN,SAGITTARIUS/HARLAN V,1
55465,JARVIS EDWIN,TWO-GUN KID,5
55466,MAGMA/AMARA AQUILLA/,MOLECULE MAN/OWEN RE,3
55469,BLACK WIDOW/NATASHA,THING DOPPELGANGER I,2
55471,CAPTAIN AMERICA,HOGUN [ASGARDIAN],6
55473,ANAK,LORELEI II/MELODI [A,4
55479,TIGRA/GREER NELSON,TRAPSTER/PETER PETRU,2
55480,MOON KNIGHT DOPPELGA,THANOS,2
55481,HAMMERHEAD,MIKHLO,1
55485,ARES [GREEK GOD],MIRAGE II/DANIELLE M,1
55490,ANNIHILUS,WINGFOOT WYATT,2
55495,MASTER MAN/WILHELM L,SUMMERS NATHAN CHRI,2
55499,DOMINO III/BEATRICE/,STILT-MAN/WILBUR DAY,1
55500,INVISIBLE WOMAN/SUE,MISTER HYDE/CALVIN Z,1
55502,FURY COL. NICHOLAS,WOLFSBANE/RAHNE SINC,1
55504,PARETSKY DR. GARY,QUICKSILVER/PIETRO M,3
55508,STRYFE,WAR/ABRAHAM LINCOLN,2
55509,BLACK WIDOW/NATASHA,MOON KNIGHT/MARC SPE,18
55512,EGO,TESSA,1
55513,WHIRLWIND/DAVID CANN,WHITE TIGER/HECTOR A,2
55516,JONES GABE,SUPER SKRULL/KL'RT,1
55521,INVISIBLE WOMAN/SUE,MOON KNIGHT/MARC SPE,12
55522,FORRESTER CAPT. ALE,MISS LOCKE,2
55527,FIREFIST/RUSTY COLLI,VERTIGO II,1
55529,DAREDEVIL DOPPELGANG,SASQUATCH DOPPELGANG,1
55531,PHARAOH RAMA-TUT,SHE-HULK/JENNIFER WA,13
55537,SLITHER,SUB-MARINER/NAMOR MA,5
55542,BLACK WIDOW/NATASHA,DEFENSOR,1
55543,MOONDRAGON/HEATHER D,SHAMROCK/MOLLY FITZG,2
55545,LOKI [ASGARDIAN],WATSON-PARKER MARY,5
55546,ANT-MAN/DR. HENRY J.,DEADPOOL/JACK/WADE W,2
55547,LORD CHAOS,QUICKSILVER/PIETRO M,2
55549,FLATMAN,SUB-MARINER/NAMOR MA,1
55550,FITZROY TREVOR,SENTINELS,3
55553,HOBGOBLIN V/JASON PH,SCHEMER/RICHARD FISK,14
55557,SKIDS/SALLY BLEVINS,ZERO,7
55561,GRANDMASTER/EN DWI G,O'BRIEN MICHAEL,2
55563,CRIMSON COWL II/,FLATMAN,2
55566,DR. DRUID/ANTHONY LU,URICH BEN,1
55567,CRYSTAL [INHUMAN],TORPEDO III/BROCK JO,2
55571,FAMINE/AUTUMN ROLFSO,GREY ELAINE,1
55575,MULTIPLE MAN/JAMES A,STORM/ORORO MUNROE S,25
55581,LIVING TRIBUNAL,WOLFSBANE/RAHNE SINC,2
55586,PALADIN/PAUL DENNIS,SUPER-ADAPTOID/ALESS,1
55588,SWORDSMAN/JACQUES DU,ZABU,1
55597,SHE-HULK/JENNIFER WA,VECTOR,2
55598,STORM/ORORO MUNROE S,SUPER SABRE/MARTIN F,4
55599,CAPTAIN AMERICA,ROGUE /,48
55600,MAN-KILLER/KATRINA L,WHIZZER III/JAMES SA,1
55605,DR. DOOM/VICTOR VON,WOLVERINE DOPPELGANG,2
55606,MOONDRAGON/HEATHER D,ROGUE /,15
55609,CAPTAIN BRITAIN/BRIA,COUNTERWEIGHT II/KAT,1
55610,JOCASTA,SABRA/RUTH BAT-SERAP,1
55611,FAMINE/AUTUMN ROLFSO,HUNTER STEVIE,1
55614,ARABIAN KNIGHT/ABDUL,STARFOX/EROS,1
55615,KARNILLA [ASGARDIAN],STRYFE,1
55616,IRON MAN/TONY STARK,PLANTMAN/SAM SMITHER,3
55617,SHATTERSTAR II/GAVEE,WISDOM PETER,1
55618,MAD DOG/COLONEL BUZZ,PERSUASION/KARA KILL,1
55619,DAYTRIPPER/AMANDA SE,SPIDER-WOMAN II/JULI,1
55625,CYCLOPS/SCOTT SUMMER,HUSSAR,3
55629,VINDICATOR II DOPPEL,VISION,3
55630,THOMAS COMMANDER DA,WOLVERINE/LOGAN,1
55631,HULK/DR. ROBERT BRUC,WHITE QUEEN/EMMA FRO,1
55633,ANT-MAN II/SCOTT HAR,GRANDMASTER/EN DWI G,1
55634,DAGGER/TANDY BOWEN,WOLFSBANE/RAHNE SINC,5
55636,BLACK KNIGHT V/DANE,SUMMERS MADELYNE MA,1
55638,BETA RAY BILL,SAPRISTI JERRY,1
55640,DAREDEVIL/MATT MURDO,HAVOK/ALEX SUMMERS,7
55642,EBONY,TIGRA/GREER NELSON,2
55649,FIXER II/PAUL NORBER,SHADOWCAT/KATHERINE,1
55650,CHAMELEON/DMITRI SME,KINGPIN/WILSON FISK,7
55652,BLACK WIDOW/NATASHA,PALADIN/PAUL DENNIS,1
55654,NORTHSTAR/JEAN-PAUL,REDWING,1
55655,BLACK KNIGHT V/DANE,COOPER DR. VALERIE,3
55658,COUNT NEFARIA LUCHI,ZABU,2
55659,LYJA LAZERFIST [SKRU,WOLVERINE/LOGAN,8
55665,ROSS GEN. THADDEUS,SPIDER-MAN/PETER PAR,7
55668,AURORA/JEANNE-MARIE,COLLECTIVE MAN,2
55670,LADY LARK/LINDA LEWI,NIGHTHAWK II/KYLE RI,3
55671,DEATHBIRD [SHI'AR],SUPREME INTELLIGENCE,3
55676,BLACK PANTHER/T'CHAL,NEZARR,2
55683,ANGEL/WARREN KENNETH,ZEUS,2
55684,EPOCH,LIVING TRIBUNAL,1
55689,AVALANCHE/DOMINIC PE,NIGHTCRAWLER/KURT WA,11
55690,CARTER PEGGY,SANDMAN/WILLIAM BAKE,4
55694,CRYSTAL [INHUMAN],WOO JIMMY,1
55697,JONES GABE,MR. FANTASTIC/REED R,3
55698,KILLMONGER ERIC/N'J,KLAW/ULYSSES KLAW,1
55701,ICEMAN/ROBERT BOBBY,SHATTERSTAR II/GAVEE,7
55706,COLOSSUS II/PETER RA,MR. SINISTER/NATHAN,13
55709,KATZENBERG NICK,SHOCKER/HERMAN SCHUL,2
55710,ABSORBING MAN/CARL C,KENT CLARK,1
55712,HYDROMAN/MORRIE BENC,SHE-HULK/JENNIFER WA,4
55713,CAPTAIN MARVEL II/MO,TEMPEST/GRANNZ,1
55717,MOLECULE MAN/OWEN RE,THUNDERBALL/DR. ELIO,11
55719,JAMESON COL. JOHN,WALTERS BILLY,1
55722,PETROVITCH IVAN,SCORPION/MACDONALD G,2
55723,JAMESON COL. JOHN,ROBERTSON RANDY,4
55725,DOC SAMSON/DR. LEONA,NIGHTCRAWLER/KURT WA,3
55727,BEAST/HENRY &HANK& P,OSBORN HARRY,1
55730,CAPTAIN AMERICA,LOCKHEED,7
55731,MEGGAN,NEZARR,1
55732,CALLISTO,STRUCKER ANDREA,1
55746,ARABIAN KNIGHT/ABDUL,UNION JACK III/JOEY,1
55747,HUMAN TORCH/JOHNNY S,SILVER SABLE,4
55748,ARBOGAST BAMBI,CORBEAU DR. PETER,1
55750,BLACK WIDOW/NATASHA,MADAME MASQUE/GIULIE,6
55759,O'BRIEN MICHAEL,URSA MAJOR/MIKHAIL U,3
55765,BARON STRUCKER/WOLFG,PETROVITCH IVAN,1
55769,CH'OD,FORGE,3
55772,MOLECULE MAN/OWEN RE,ULTRON,10
55773,BLAQUESMITH,PSYLOCKE/ELISABETH B,2
55774,CRYSTAL [INHUMAN],LOKI [ASGARDIAN],2
55775,PSYLOCKE/ELISABETH B,UATU,8
55776,SIRYN/THERESA ROURKE,SKIN/ANGELO ESPINOSA,2
55777,SPEEDBALL II/DARRION,TURBO II (A)/MICHIKO,24
55782,BLOODAXE/JACKIE LUKU,ULIK,3
55783,BINARY/CAROL DANVERS,DEATH,1
55784,MALICE V/NAKIA,VIBRAXAS/N'KANO,5
55786,ICEMAN/ROBERT BOBBY,MYSTIQUE/RAVEN DARKH,25
55789,FREE SPIRIT/CATHY WE,ROTH ARNIE,6
55792,BLACK KNIGHT V/DANE,JACK OF HEARTS/JACK,3
55798,LEWIS SHIRLEY WASHI,WING COLLEEN,1
55804,AURORA/JEANNE-MARIE,QUICKSILVER/PIETRO M,5
55807,MANIKIN/DR. WHITMAN,PROFESSOR X/CHARLES,1
55811,CRYSTAL [INHUMAN],IRON MAN/TONY STARK,44
55813,POWER PRINCESS/ZARDA,SHAPE,17
55816,DESTINY II/IRENE ADL,KELLY SEN. ROBERT E,3
55819,SASQUATCH/WALTER LAN,SNOWBIRD/NARYA/ANNE,32
55824,FIRESTAR/ANGELICA JO,LEGION II/DAVID HALL,2
55825,BINARY/CAROL DANVERS,UATU,4
55826,BLACK KING/SEBASTIAN,MASTERMIND/JASON WYN,5
55828,ANNIHILUS,TRAPSTER/PETER PETRU,3
55829,SIF,STONE LT. MARCUS,6
55833,MAGGOTT/JAPHETH,SASQUATCH II,2
55834,MOONDRAGON/HEATHER D,STARFOX/EROS,21
55838,BANSHEE/SEAN CASSIDY,SOUTHERN CANDY,1
55839,MARVEL GIRL/JEAN GRE,PAGE KAREN,2
55841,ABOMINATION/EMIL BLO,TITANIA II/MARY SKEE,1
55842,GAEA,MANTIS/? BRANDT,1
55844,HERMOD [ASGARDIAN],NORRISS SISTER BARB,1
55849,HYDROMAN/MORRIE BENC,KLAW/ULYSSES KLAW,10
55851,SCARLET WITCH/WANDA,SMASHER IV,2
55852,HAVOK/ALEX SUMMERS,WEREWOLF BY NIGHT/JA,1
55854,BLACK KNIGHT IV/PROF,HUMAN TORCH/JOHNNY S,2
55857,HEIMDALL [ASGARDIAN],TYR,9
55859,COLLECTOR/TANELEER T,WASP/JANET VAN DYNE,9
55860,ANDROMEDA/ANDROMEDA,VASHTI,3
55861,EON,PHOENIX III/RACHEL S,1
55864,CRYSTAL [INHUMAN],MAELSTROM/MALCOLM ST,1
55865,IRON MAN/TONY STARK,ROSS EVERETT KENNET,5
55867,SHE-HULK/JENNIFER WA,STEELE MARCY MASTER,2
55872,MAN-APE/M'BAKU,SHOCKWAVE/LANCASTER,3
55873,HAVOK/ALEX SUMMERS,SIMON ALEX FLORES,2
55879,GAZA,SCARLET WITCH/WANDA,1
55887,HULK/DR. ROBERT BRUC,SILVER SURFER/NORRIN,66
55888,ANT-MAN/DR. HENRY J.,THUNDERBALL/DR. ELIO,2
55890,DE LA FONTAINE CONT,LOKI [ASGARDIAN],1
55894,BULLDOZER/HENRY CAMP,DR. STRANGE/STEPHEN,4
55895,GREY GARGOYLE/PAUL P,PEATOR,1
55898,ABOMINATION/EMIL BLO,MAGMA/AMARA AQUILLA/,1
55900,HYDROMAN/MORRIE BENC,OGRE,1
55903,HARDRIVE,ZERO,3
55905,BLACK WIDOW/NATASHA,MASTERSON KEVIN,5
55911,BEAST/HENRY &HANK& P,NAMORITA DOPPELGANGE,4
55913,ANT-MAN/DR. HENRY J.,MYSTERIO/QUENTIN BEC,1
55914,NIGHTCRAWLER/KURT WA,POUNDCAKES/MARIAN PO,1
55916,HERCULES [GREEK GOD],PRINCESS PYTHON/ZELD,1
55917,EEL II/EDWARD LAVELL,SIRYN/THERESA ROURKE,1
55920,LOKI [ASGARDIAN],RHINO,1
55923,RICTOR/JULIO ESTEBAN,SHATTERSTAR II/GAVEE,29
55926,HULK/DR. ROBERT BRUC,JOLT/HALLIE TAKAHAMA,2
55928,ROM SPACEKNIGHT,WEREWOLF BY NIGHT/JA,1
55929,MANTIS/? BRANDT,MAXIMUS [INHUMAN],2
55934,CARTER PEGGY,CRYSTAL [INHUMAN],4
55935,HYDROMAN/MORRIE BENC,WIZARD/BENTLEY WITTM,11
55937,ROCK PYTHON,SIKORSKY RAYMOND,1
55938,LIGHTSPEED/JULIE POW,PUNISHER II/FRANK CA,4
55939,CITIZEN V III/DALLAS,SCREAMING MIMI/MELIS,34
55943,BEYONDER,DEATH,2
55945,HARDRIVE,WOLVERINE/LOGAN,7
55951,FORRESTER CAPT. ALE,WARSTAR,1
55957,PIP/PRINCE GOFERN,WONDER MAN/SIMON WIL,10
55962,BLACK KNIGHT V/DANE,BLAQUESMITH,1
55965,ORACLE/LADY SIBYL,THUNDERSTRIKE/ERIC K,1
55967,EITRI,EXECUTIONER II/SKURG,2
55970,THOR/DR. DONALD BLAK,WIZARD/BENTLEY WITTM,11
55971,IRON MAN/TONY STARK,PRINCESS PYTHON/ZELD,3
